ID CHIRURGIE;DATE CHIRURGIE;HEURE_DEBUT CHIRURGIE;HEURE_FIN CHIRURGIE;SALLE;CHIRURGIEN
5494;13/02/2014;11:58:00;13:21:00;BLOC-E1;ERIC FOREMAN
5496;10/01/2014;08:00:00;13:00:00;BLOC-E2;JAMES WILSON
5497;31/03/2014;11:00:00;12:45:00;BLOC-E2;GREGORY HOUSE
5498;17/12/2014;08:00:00;10:21:00;BLOC-E2;GREGORY HOUSE
5499;08/04/2015;11:05:00;12:26:00;BLOC-E1;ERIC FOREMAN
5500;23/07/2014;23:30:00;02:29:00;BLOC-U6;ROBERT CHASE
5501;17/02/2014;12:35:00;13:46:00;BLOC-E2;GREGORY HOUSE
5502;28/10/2014;11:22:00;12:37:00;BLOC-E1;GREGORY HOUSE
5503;25/09/2014;10:34:00;11:15:00;BLOC-E1;ERIC FOREMAN
5504;07/10/2014;16:35:00;16:59:00;BLOC-E1;ROBERT CHASE
5505;20/10/2016;09:00:00;10:35:00;BLOC-E2;ALEX KAREV
5506;06/01/2014;13:00:00;16:07:00;BLOC-E2;ERIC FOREMAN
5507;18/11/2016;13:20:00;14:39:00;BLOC-E2;RICHARD WEBBER
5508;20/06/2014;08:00:00;11:14:00;BLOC-E2;JAMES WILSON
5509;03/02/2014;08:00:00;09:12:00;BLOC-E3;ERIC FOREMAN
5510;03/02/2014;08:00:00;08:45:00;BLOC-E1;LAWRENCE KUTNER
5511;31/03/2014;08:00:00;10:17:00;BLOC-E1;ERIC FOREMAN
5512;10/09/2014;08:00:00;13:49:00;BLOC-E2;GREGORY HOUSE
5513;18/01/2016;13:31:00;15:59:00;BLOC-U6;DEREK SHEPHERD
5516;07/01/2014;11:00:00;12:29:00;BLOC-E2;JAMES WILSON
5517;21/01/2014;11:00:00;11:20:00;BLOC-E3;LISA CUDDY
5518;24/03/2015;14:19:00;16:03:00;BLOC-E2;LISA CUDDY
5519;17/05/2016;13:03:00;14:37:00;BLOC-E1;DEREK SHEPHERD
5520;17/11/2014;08:00:00;10:16:00;BLOC-E2;GREGORY HOUSE
5521;29/01/2014;16:15:00;17:44:00;BLOC-E3;ROBERT CHASE
5522;26/03/2014;16:35:00;18:20:00;BLOC-E2;GREGORY HOUSE
5525;16/01/2014;12:05:00;13:30:00;BLOC-E2;GREGORY HOUSE
5526;13/02/2014;11:45:00;13:48:00;BLOC-E3;CHRIS TAUB
5527;22/01/2014;12:40:00;14:41:00;BLOC-E2;ERIC FOREMAN
5528;10/02/2015;11:03:00;12:23:00;BLOC-E2;GREGORY HOUSE
5529;28/01/2014;09:45:00;11:08:00;BLOC-E2;JAMES WILSON
5530;27/01/2015;12:55:00;14:43:00;BLOC-E2;JAMES WILSON
5531;19/11/2015;08:40:00;13:12:00;BLOC-E2;MEREDITH GREY
5532;27/09/2016;09:53:00;12:05:00;BLOC-E2;OWEN HUNT
5533;06/06/2014;10:42:00;11:14:00;BLOC-E3;LISA CUDDY
5534;31/03/2014;09:45:00;11:46:00;BLOC-E3;REMY HADLEY
5535;17/01/2014;12:00:00;13:08:00;BLOC-E3;LISA CUDDY
5536;20/02/2014;13:03:00;14:48:00;BLOC-E1;ERIC FOREMAN
5537;10/04/2014;12:45:00;14:25:00;BLOC-E1;ERIC FOREMAN
5538;18/12/2014;08:00:00;09:22:00;BLOC-E3;CHRIS TAUB
5539;10/03/2014;15:25:00;15:57:00;BLOC-E2;LISA CUDDY
5540;15/04/2014;16:20:00;17:33:00;BLOC-E2;JAMES WILSON
5541;28/11/2014;09:58:00;11:44:00;BLOC-E2;JAMES WILSON
5542;25/04/2014;08:00:00;12:25:00;BLOC-E1;GREGORY HOUSE
5543;26/07/2014;20:00:00;20:35:00;BLOC-U7;ROBERT CHASE
5544;30/07/2014;11:00:00;12:47:00;BLOC-U6;GREGORY HOUSE
5545;18/06/2015;13:45:00;15:36:00;BLOC-E1;GREGORY HOUSE
5546;20/03/2014;11:55:00;13:17:00;BLOC-E1;ERIC FOREMAN
5547;14/02/2015;11:18:00;14:08:00;BLOC-U6;MEREDITH GREY
5548;02/04/2014;08:00:00;10:11:00;BLOC-E1;GREGORY HOUSE
5549;29/03/2016;00:49:00;02:43:00;BLOC-U6;DEREK SHEPHERD
5550;06/01/2014;15:30:00;17:20:00;BLOC-E3;LISA CUDDY
5551;26/02/2014;08:05:00;00:00:00;BLOC-E3;LAWRENCE KUTNER
5552;08/06/2014;14:50:00;17:19:00;BLOC-U7;LAWRENCE KUTNER
5553;26/03/2014;08:00:00;09:18:00;BLOC-E3;LAWRENCE KUTNER
5554;22/01/2014;08:00:00;10:18:00;BLOC-E2;ERIC FOREMAN
5555;01/07/2014;11:30:00;13:19:00;BLOC-E3;ROBERT CHASE
5556;22/01/2014;08:00:00;10:04:00;BLOC-E3;LAWRENCE KUTNER
5557;30/01/2014;14:55:00;16:36:00;BLOC-E2;GREGORY HOUSE
5558;05/05/2014;10:32:00;13:45:00;BLOC-E3;REMY HADLEY
5559;26/03/2014;14:30:00;16:15:00;BLOC-E1;ERIC FOREMAN
5561;17/06/2014;13:15:00;14:30:00;BLOC-E2;JAMES WILSON
5564;08/04/2014;10:50:00;11:57:00;BLOC-E1;GREGORY HOUSE
5565;24/04/2014;09:30:00;11:08:00;BLOC-E2;LAWRENCE KUTNER
5566;08/04/2016;13:40:00;15:21:00;BLOC-E2;RICHARD WEBBER
5567;29/10/2014;08:00:00;10:21:00;BLOC-E2;GREGORY HOUSE
5568;24/01/2014;08:00:00;16:30:00;BLOC-E2;LAWRENCE KUTNER
5569;13/11/2014;11:05:00;12:58:00;BLOC-E2;LAWRENCE KUTNER
5570;13/03/2014;14:30:00;18:00:00;BLOC-E1;CHRIS TAUB
5571;04/06/2014;08:00:00;10:40:00;BLOC-E2;GREGORY HOUSE
5572;14/04/2014;12:35:00;13:50:00;BLOC-E1;GREGORY HOUSE
5573;27/01/2014;12:44:00;14:15:00;BLOC-E2;GREGORY HOUSE
5574;24/12/2015;12:10:00;13:49:00;BLOC-E1;GREGORY HOUSE
5575;25/06/2014;14:00:00;15:20:00;BLOC-E2;GREGORY HOUSE
5576;17/04/2015;13:18:00;16:00:00;BLOC-E1;LAWRENCE KUTNER
5577;25/05/2016;14:23:00;14:53:00;BLOC-U7;PRESTON BURKE
5578;15/04/2014;11:18:00;12:32:00;BLOC-E1;GREGORY HOUSE
5579;23/04/2014;13:00:00;14:15:00;BLOC-E1;ERIC FOREMAN
5580;07/03/2014;08:00:00;09:24:00;BLOC-E2;JAMES WILSON
5581;10/04/2014;12:20:00;13:18:00;BLOC-E2;MIRANDA BAILEY
5582;18/04/2014;08:00:00;12:55:00;BLOC-E1;GREGORY HOUSE
5583;01/10/2014;08:00:00;10:26:00;BLOC-E2;ERIC FOREMAN
5584;06/03/2014;11:37:00;15:30:00;BLOC-E3;CHRIS TAUB
5586;19/05/2014;12:20:00;13:41:00;BLOC-E1;ERIC FOREMAN
5588;13/01/2014;08:00:00;09:12:00;BLOC-E3;ERIC FOREMAN
5589;05/06/2014;08:00:00;08:47:00;BLOC-E3;ERIC FOREMAN
5590;11/04/2014;11:02:00;11:42:00;BLOC-E1;GREGORY HOUSE
5591;02/03/2016;09:39:00;10:22:00;BLOC-U6;MEREDITH GREY
5592;12/12/2014;14:22:00;16:22:00;BLOC-E2;MEREDITH GREY
5593;09/06/2015;11:29:00;14:18:00;BLOC-E3;MEREDITH GREY
5594;19/06/2014;13:05:00;14:35:00;BLOC-E1;ERIC FOREMAN
5595;30/06/2014;12:04:00;16:28:00;BLOC-E1;ERIC FOREMAN
5596;20/03/2014;08:10:00;09:35:00;BLOC-E3;CHRIS TAUB
5597;08/08/2014;08:20:00;10:55:00;BLOC-U6;LISA CUDDY
5598;07/12/2015;15:40:00;17:34:00;BLOC-U6;DEREK SHEPHERD
5599;04/12/2014;11:25:00;13:39:00;BLOC-E1;ROBERT CHASE
5600;21/01/2015;16:50:00;19:31:00;BLOC-U5;ROBERT CHASE
5601;18/06/2014;17:20:00;20:04:00;BLOC-E2;ERIC FOREMAN
5602;13/11/2014;15:36:00;16:38:00;BLOC-E1;ERIC FOREMAN
5603;08/08/2016;11:05:00;12:44:00;BLOC-E1;ALEX KAREV
5604;29/12/2014;13:00:00;14:30:00;BLOC-E1;GREGORY HOUSE
5605;29/01/2014;13:59:00;15:05:00;BLOC-E2;ERIC FOREMAN
5606;30/04/2014;14:00:00;15:27:00;BLOC-E1;GREGORY HOUSE
5607;18/12/2014;15:35:00;16:49:00;BLOC-E1;ERIC FOREMAN
5608;14/01/2015;12:25:00;13:50:00;BLOC-E1;GREGORY HOUSE
5609;06/03/2014;16:00:00;16:35:00;BLOC-E1;MIRANDA BAILEY
5610;30/07/2016;18:20:00;19:25:00;BLOC-U6;DEREK SHEPHERD
5611;21/02/2014;08:00:00;10:44:00;BLOC-E1;GREGORY HOUSE
5612;01/04/2014;12:10:00;16:41:00;BLOC-E2;JAMES WILSON
5613;24/02/2014;14:10:00;17:06:00;BLOC-E2;GREGORY HOUSE
5614;18/03/2014;10:55:00;12:02:00;BLOC-E1;GREGORY HOUSE
5615;04/09/2014;13:25:00;16:30:00;BLOC-E1;ERIC FOREMAN
5617;18/05/2016;11:18:00;12:25:00;BLOC-E1;ALEX KAREV
5618;06/03/2014;16:26:00;17:27:00;BLOC-E3;ERIC FOREMAN
5619;23/01/2014;08:00:00;09:02:00;BLOC-E2;LAWRENCE KUTNER
5620;13/10/2014;10:46:00;12:28:00;BLOC-E2;GREGORY HOUSE
5621;28/01/2014;10:02:00;10:35:00;BLOC-E3;ROBERT CHASE
5622;10/09/2014;15:25:00;16:57:00;BLOC-E2;GREGORY HOUSE
5623;09/09/2015;08:00:00;10:20:00;BLOC-E1;GREGORY HOUSE
5624;24/07/2015;19:33:00;20:05:00;BLOC-U6;REMY HADLEY
5625;29/09/2015;11:37:00;12:10:00;BLOC-E3;LISA CUDDY
5626;23/01/2014;08:00:00;09:42:00;BLOC-E3;CHRIS TAUB
5627;14/08/2015;08:00:00;10:34:00;BLOC-E1;LISA CUDDY
5628;05/02/2015;12:30:00;13:53:00;BLOC-E1;LAWRENCE KUTNER
5629;28/08/2014;08:00:00;11:20:00;BLOC-U6;CHRIS TAUB
5630;15/01/2014;15:37:00;16:43:00;BLOC-E1;GREGORY HOUSE
5631;19/01/2015;14:19:00;15:20:00;BLOC-E2;ROBERT CHASE
5632;05/06/2014;15:15:00;16:41:00;BLOC-E1;ERIC FOREMAN
5633;07/08/2014;10:10:00;14:41:00;BLOC-U7;ERIC FOREMAN
5634;06/11/2014;20:13:00;22:00:00;BLOC-U6;MEREDITH GREY
5635;19/10/2015;20:00:00;20:28:00;BLOC-U6;MEREDITH GREY
5636;10/10/2014;09:05:00;09:45:00;BLOC-E3;LISA CUDDY
5637;23/09/2014;13:55:00;14:55:00;BLOC-E2;JAMES WILSON
5638;22/04/2016;08:00:00;12:33:00;BLOC-E1;RICHARD WEBBER
5639;13/02/2014;15:15:00;16:42:00;BLOC-E2;GREGORY HOUSE
5640;15/10/2014;08:00:00;10:18:00;BLOC-E1;GREGORY HOUSE
5641;07/03/2015;06:10:00;08:09:00;BLOC-U6;REMY HADLEY
5642;20/02/2014;11:20:00;11:43:00;BLOC-E3;CHRIS TAUB
5643;20/02/2014;09:41:00;10:56:00;BLOC-E3;CHRIS TAUB
5644;17/02/2014;15:20:00;16:31:00;BLOC-E1;ERIC FOREMAN
5645;28/03/2014;19:05:00;20:09:00;BLOC-U7;LISA CUDDY
5647;10/05/2015;19:25:00;20:29:00;BLOC-U6;MEREDITH GREY
5650;22/10/2014;20:40:00;22:20:00;BLOC-U6;ROBERT CHASE
5651;21/12/2014;13:35:00;15:47:00;BLOC-U6;LAWRENCE KUTNER
5653;19/05/2014;10:30:00;11:39:00;BLOC-E1;ERIC FOREMAN
5654;21/09/2015;10:14:00;10:54:00;BLOC-E3;ROBERT CHASE
5655;28/11/2014;08:00:00;09:27:00;BLOC-E2;JAMES WILSON
5656;04/03/2014;11:24:00;12:07:00;BLOC-E3;ROBERT CHASE
5657;15/12/2014;09:53:00;10:25:00;BLOC-E3;ROBERT CHASE
5658;07/05/2014;08:00:00;10:58:00;BLOC-E1;ERIC FOREMAN
5661;29/01/2014;08:00:00;09:55:00;BLOC-E1;GREGORY HOUSE
5662;28/11/2014;10:50:00;11:08:00;BLOC-E1;GREGORY HOUSE
5663;21/01/2014;13:01:00;14:08:00;BLOC-E1;GREGORY HOUSE
5664;07/05/2014;14:30:00;15:38:00;BLOC-E2;GREGORY HOUSE
5666;02/12/2014;10:50:00;12:00:00;BLOC-E1;GREGORY HOUSE
5667;26/03/2015;10:05:00;11:43:00;BLOC-E3;MEREDITH GREY
5668;16/06/2014;08:00:00;10:30:00;BLOC-E1;GREGORY HOUSE
5669;15/01/2015;14:30:00;15:54:00;BLOC-E1;GREGORY HOUSE
5670;20/02/2014;12:25:00;14:42:00;BLOC-E3;CHRIS TAUB
5671;03/12/2015;10:45:00;12:21:00;BLOC-U9;CHRIS TAUB
5672;20/02/2014;17:00:00;18:10:00;BLOC-E1;CHRIS TAUB
5673;07/02/2014;08:00:00;09:20:00;BLOC-E2;JAMES WILSON
5674;06/03/2014;08:00:00;09:47:00;BLOC-E1;ERIC FOREMAN
5675;10/02/2014;12:05:00;13:34:00;BLOC-E1;ERIC FOREMAN
5677;21/03/2014;13:45:00;14:32:00;BLOC-E1;GREGORY HOUSE
5678;09/08/2016;14:35:00;16:19:00;BLOC-E1;OWEN HUNT
5679;09/07/2015;14:28:00;16:27:00;BLOC-E2;LAWRENCE KUTNER
5680;10/03/2015;08:58:00;10:40:00;BLOC-U6;LISA CUDDY
5681;11/06/2014;12:38:00;15:55:00;BLOC-E1;ERIC FOREMAN
5682;30/09/2014;08:31:00;10:31:00;BLOC-E1;GREGORY HOUSE
5683;26/05/2014;10:35:00;11:53:00;BLOC-E1;ERIC FOREMAN
5684;13/01/2014;09:25:00;10:02:00;BLOC-E3;ROBERT CHASE
5685;01/09/2016;08:00:00;09:27:00;BLOC-E1;PRESTON BURKE
5686;13/01/2014;14:31:00;15:31:00;BLOC-E2;JAMES WILSON
5688;09/04/2014;22:40:00;00:35:00;BLOC-U7;ROBERT CHASE
5690;05/05/2014;08:00:00;10:01:00;BLOC-E2;GREGORY HOUSE
5691;21/01/2014;08:00:00;09:00:00;BLOC-E2;JAMES WILSON
5693;26/05/2014;12:45:00;13:57:00;BLOC-E2;GREGORY HOUSE
5694;15/06/2015;08:00:00;10:26:00;BLOC-E2;GREGORY HOUSE
5695;03/03/2014;11:46:00;12:54:00;BLOC-E2;GREGORY HOUSE
5696;10/02/2015;08:00:00;10:25:00;BLOC-E2;GREGORY HOUSE
5698;01/09/2014;10:15:00;15:01:00;BLOC-E1;REMY HADLEY
5699;03/09/2014;11:00:00;13:45:00;BLOC-E1;ERIC FOREMAN
5700;28/11/2014;13:50:00;17:20:00;BLOC-E1;LAWRENCE KUTNER
5701;28/05/2014;10:30:00;11:40:00;BLOC-E1;ERIC FOREMAN
5702;28/01/2015;21:20:00;23:05:00;BLOC-U6;REMY HADLEY
5703;01/02/2016;09:27:00;10:20:00;BLOC-E3;MEREDITH GREY
5704;11/03/2014;08:00:00;10:01:00;BLOC-E3;LISA CUDDY
5705;06/07/2015;08:00:00;09:30:00;BLOC-E3;MEREDITH GREY
5706;06/10/2016;11:56:00;12:30:00;BLOC-U5;PRESTON BURKE
5707;06/10/2016;11:42:00;12:35:00;BLOC-U7;LAWRENCE KUTNER
5708;15/01/2014;11:00:00;11:35:00;BLOC-E3;LAWRENCE KUTNER
5710;11/01/2015;11:00:00;13:10:00;BLOC-U6;ROBERT CHASE
5711;02/01/2016;10:14:00;12:38:00;BLOC-U6;PRESTON BURKE
5712;04/09/2014;08:00:00;10:30:00;BLOC-E1;LAWRENCE KUTNER
5713;20/03/2014;08:00:00;10:53:00;BLOC-E2;LAWRENCE KUTNER
5714;05/03/2014;11:32:00;12:50:00;BLOC-E1;GREGORY HOUSE
5715;03/03/2015;08:00:00;10:35:00;BLOC-E2;GREGORY HOUSE
5716;27/02/2014;10:00:00;12:48:00;BLOC-E2;CHRIS TAUB
5717;17/11/2016;11:55:00;13:37:00;BLOC-E2;RICHARD WEBBER
5718;31/05/2014;21:35:00;22:12:00;BLOC-E1;REMY HADLEY
5719;20/02/2014;08:00:00;08:39:00;BLOC-E1;MIRANDA BAILEY
5720;08/09/2014;10:38:00;11:49:00;BLOC-E2;GREGORY HOUSE
5721;28/05/2014;08:20:00;10:00:00;BLOC-E1;ERIC FOREMAN
5722;06/08/2016;15:19:00;17:05:00;BLOC-U6;DEREK SHEPHERD
5723;10/01/2014;09:10:00;09:47:00;BLOC-E3;LISA CUDDY
5724;16/03/2015;11:40:00;12:09:00;BLOC-E3;LISA CUDDY
5725;11/01/2016;08:00:00;09:26:00;BLOC-E3;DEREK SHEPHERD
5726;17/09/2015;09:40:00;12:56:00;BLOC-U6;MEREDITH GREY
5727;18/03/2014;11:41:00;12:24:00;BLOC-E3;ROBERT CHASE
5729;24/10/2014;15:04:00;18:20:00;BLOC-E3;LAWRENCE KUTNER
5731;12/02/2015;11:44:00;15:00:00;BLOC-E1;LAWRENCE KUTNER
5734;09/12/2015;14:48:00;20:52:00;BLOC-E1;PRESTON BURKE
5752;09/03/2015;10:29:00;11:06:00;BLOC-E3;LISA CUDDY
5753;13/03/2015;08:27:00;11:35:00;BLOC-U6;ROBERT CHASE
5754;22/09/2014;08:00:00;10:35:00;BLOC-E1;GREGORY HOUSE
5756;17/10/2014;12:10:00;15:27:00;BLOC-E2;LAWRENCE KUTNER
5758;03/03/2014;14:30:00;16:04:00;BLOC-E1;ERIC FOREMAN
5760;11/08/2014;12:25:00;15:10:00;BLOC-U7;ERIC FOREMAN
5761;18/03/2014;08:00:00;09:40:00;BLOC-E2;JAMES WILSON
5762;16/06/2014;08:00:00;09:32:00;BLOC-E2;ERIC FOREMAN
5763;04/09/2014;08:40:00;09:24:00;BLOC-E3;ERIC FOREMAN
5764;21/05/2014;14:05:00;15:25:00;BLOC-E2;GREGORY HOUSE
5765;11/03/2015;15:25:00;16:46:00;BLOC-E1;GREGORY HOUSE
5766;22/01/2014;10:43:00;12:12:00;BLOC-E2;ERIC FOREMAN
5767;18/09/2014;11:30:00;13:10:00;BLOC-E2;ERIC FOREMAN
5768;19/05/2014;14:10:00;15:37:00;BLOC-E1;ERIC FOREMAN
5769;28/05/2014;14:40:00;15:20:00;BLOC-E2;GREGORY HOUSE
5770;03/10/2014;12:15:00;13:17:00;BLOC-E1;GREGORY HOUSE
5771;14/04/2014;14:40:00;16:15:00;BLOC-E1;LAWRENCE KUTNER
5772;24/04/2014;14:30:00;16:02:00;BLOC-E2;GREGORY HOUSE
5773;09/10/2014;15:30:00;17:00:00;BLOC-E3;LISA CUDDY
5774;04/02/2014;16:00:00;17:25:00;BLOC-E2;JAMES WILSON
5775;19/08/2014;14:40:00;15:07:00;BLOC-U7;JAMES WILSON
5776;09/09/2014;09:46:00;10:57:00;BLOC-E3;ROBERT CHASE
5777;28/07/2014;09:45:00;11:30:00;BLOC-U7;ERIC FOREMAN
5778;22/04/2014;10:15:00;12:15:00;BLOC-E2;LISA CUDDY
5779;22/05/2014;08:00:00;10:00:00;BLOC-E3;CHRIS TAUB
5780;05/03/2014;13:45:00;14:52:00;BLOC-E2;ERIC FOREMAN
5781;19/05/2014;17:06:00;18:20:00;BLOC-E3;LAWRENCE KUTNER
5782;05/06/2014;08:00:00;13:05:00;BLOC-E1;LAWRENCE KUTNER
5783;09/06/2015;16:09:00;16:44:00;BLOC-U6;ROBERT CHASE
5784;22/06/2015;15:40:00;17:00:00;BLOC-E1;ROBERT CHASE
5785;27/02/2014;13:20:00;14:47:00;BLOC-E2;GREGORY HOUSE
5786;23/04/2014;15:05:00;17:18:00;BLOC-E2;GREGORY HOUSE
5787;03/04/2014;08:00:00;12:01:00;BLOC-E3;LISA CUDDY
5788;24/03/2014;08:00:00;11:46:00;BLOC-E2;GREGORY HOUSE
5789;28/07/2014;12:36:00;16:54:00;BLOC-U7;ERIC FOREMAN
5790;07/03/2014;11:05:00;12:20:00;BLOC-E3;LISA CUDDY
5791;23/09/2014;10:52:00;11:48:00;BLOC-E3;LISA CUDDY
5792;21/09/2015;11:18:00;12:56:00;BLOC-E3;ROBERT CHASE
5793;25/02/2014;10:38:00;11:05:00;BLOC-E3;ROBERT CHASE
5794;28/05/2015;13:18:00;14:40:00;BLOC-E1;GREGORY HOUSE
5795;11/04/2014;08:00:00;10:36:00;BLOC-E1;GREGORY HOUSE
5796;23/04/2014;18:05:00;19:25:00;BLOC-E2;GREGORY HOUSE
5798;29/08/2016;08:00:00;11:27:00;BLOC-E1;DEREK SHEPHERD
5799;18/04/2014;13:00:00;14:33:00;BLOC-E2;LISA CUDDY
5800;10/04/2014;10:38:00;12:01:00;BLOC-E1;ERIC FOREMAN
5801;04/04/2014;08:00:00;09:59:00;BLOC-E3;LISA CUDDY
5802;19/08/2015;17:13:00;17:45:00;BLOC-U6;ROBERT CHASE
5803;17/07/2014;15:23:00;19:59:00;BLOC-E2;LAWRENCE KUTNER
5804;19/05/2015;15:50:00;17:30:00;BLOC-E2;JAMES WILSON
5806;07/04/2014;08:00:00;09:11:00;BLOC-E3;REMY HADLEY
5807;09/07/2014;13:36:00;17:28:00;BLOC-E2;LAWRENCE KUTNER
5808;22/01/2014;10:30:00;10:50:00;BLOC-E3;LAWRENCE KUTNER
5809;03/09/2014;16:35:00;17:27:00;BLOC-E3;LAWRENCE KUTNER
5810;16/04/2015;13:12:00;14:14:00;BLOC-E2;LAWRENCE KUTNER
5811;27/02/2014;12:27:00;13:03:00;BLOC-E3;LAWRENCE KUTNER
5812;02/04/2014;08:00:00;11:12:00;BLOC-E2;ERIC FOREMAN
5813;10/12/2014;08:42:00;10:28:00;BLOC-E1;ERIC FOREMAN
5814;27/03/2014;08:00:00;09:46:00;BLOC-E3;CHRIS TAUB
5815;14/01/2016;17:50:00;20:30:00;BLOC-E3;CHRIS TAUB
5816;07/05/2014;16:00:00;18:25:00;BLOC-E3;LAWRENCE KUTNER
5817;03/07/2014;11:30:00;13:47:00;BLOC-E1;LAWRENCE KUTNER
5818;08/12/2014;13:05:00;14:20:00;BLOC-E2;GREGORY HOUSE
5819;31/08/2015;15:25:00;16:43:00;BLOC-E2;GREGORY HOUSE
5820;02/04/2015;12:20:00;16:12:00;BLOC-E2;ROBERT CHASE
5825;21/01/2014;20:08:00;20:55:00;BLOC-U7;LISA CUDDY
5826;18/03/2014;10:20:00;14:09:00;BLOC-E2;JAMES WILSON
5827;04/02/2014;11:50:00;15:35:00;BLOC-E2;JAMES WILSON
5828;08/04/2014;12:09:00;13:03:00;BLOC-E3;ROBERT CHASE
5829;25/03/2014;14:30:00;16:20:00;BLOC-E1;LISA CUDDY
5830;26/06/2014;08:00:00;09:20:00;BLOC-E3;ERIC FOREMAN
5831;17/04/2014;08:00:00;12:56:00;BLOC-E1;LAWRENCE KUTNER
5832;14/03/2014;10:25:00;10:58:00;BLOC-E3;LISA CUDDY
5833;04/08/2014;09:30:00;12:30:00;BLOC-U6;LISA CUDDY
5834;18/03/2014;08:00:00;10:20:00;BLOC-E1;GREGORY HOUSE
5835;28/01/2014;10:48:00;11:28:00;BLOC-E3;ROBERT CHASE
5836;05/03/2014;09:25:00;11:45:00;BLOC-E3;JAMES WILSON
5837;03/06/2014;08:00:00;10:07:00;BLOC-E1;GREGORY HOUSE
5838;16/09/2014;08:00:00;10:21:00;BLOC-E1;GREGORY HOUSE
5839;19/02/2014;10:20:00;11:46:00;BLOC-E2;GREGORY HOUSE
5840;27/07/2016;08:00:00;10:58:00;BLOC-E1;GREGORY HOUSE
5841;19/08/2014;08:00:00;10:10:00;BLOC-U6;LISA CUDDY
5842;04/09/2015;08:00:00;10:17:00;BLOC-E1;GREGORY HOUSE
5843;06/06/2014;09:44:00;10:15:00;BLOC-E3;LISA CUDDY
5844;02/06/2016;13:15:00;15:01:00;BLOC-E2;GREGORY HOUSE
5845;20/06/2014;13:42:00;15:06:00;BLOC-E3;LISA CUDDY
5846;15/07/2014;09:59:00;10:51:00;BLOC-E2;ROBERT CHASE
5847;12/06/2014;12:25:00;13:38:00;BLOC-E1;ERIC FOREMAN
5848;04/01/2014;15:04:00;17:45:00;BLOC-U7;ROBERT CHASE
5850;10/09/2015;12:50:00;15:46:00;BLOC-E3;CHRIS TAUB
5851;30/03/2016;14:55:00;16:07:00;BLOC-E1;GREGORY HOUSE
5853;20/02/2014;13:53:00;16:38:00;BLOC-E2;LAWRENCE KUTNER
5857;06/11/2014;12:32:00;12:40:00;BLOC-E2;LAWRENCE KUTNER
5858;29/04/2014;08:00:00;11:35:00;BLOC-E1;GREGORY HOUSE
5859;18/07/2016;12:02:00;13:21:00;BLOC-E1;GREGORY HOUSE
5860;13/02/2014;10:55:00;11:22:00;BLOC-E1;ERIC FOREMAN
5861;12/06/2014;11:14:00;12:36:00;BLOC-E3;CHRIS TAUB
5862;10/04/2014;13:40:00;17:37:00;BLOC-E2;CHRIS TAUB
5863;19/03/2014;12:55:00;13:24:00;BLOC-E3;LAWRENCE KUTNER
5865;19/03/2014;13:12:00;14:21:00;BLOC-E1;ERIC FOREMAN
5866;14/05/2014;08:00:00;11:35:00;BLOC-E2;MIRANDA BAILEY
5867;19/11/2015;14:02:00;15:19:00;BLOC-E1;CHRIS TAUB
5868;26/11/2014;13:10:00;17:27:00;BLOC-E1;ERIC FOREMAN
5869;08/04/2014;10:31:00;11:52:00;BLOC-E3;ROBERT CHASE
5870;29/01/2014;10:17:00;10:52:00;BLOC-E3;LAWRENCE KUTNER
5871;18/02/2014;11:00:00;12:45:00;BLOC-E2;JAMES WILSON
5872;16/07/2014;10:59:00;13:38:00;BLOC-E3;LAWRENCE KUTNER
5873;17/04/2015;08:00:00;11:48:00;BLOC-E1;LAWRENCE KUTNER
5874;26/05/2014;10:44:00;12:10:00;BLOC-E3;REMY HADLEY
5875;03/04/2014;15:10:00;16:38:00;BLOC-E2;GREGORY HOUSE
5876;25/05/2016;11:20:00;12:09:00;BLOC-U7;OWEN HUNT
5877;11/06/2014;11:03:00;12:08:00;BLOC-E1;ERIC FOREMAN
5878;24/09/2015;15:10:00;16:51:00;BLOC-E1;LISA CUDDY
5879;20/05/2016;08:00:00;10:39:00;BLOC-E2;DEREK SHEPHERD
5880;04/06/2016;18:45:00;21:10:00;BLOC-U6;OWEN HUNT
5881;19/03/2014;16:15:00;17:35:00;BLOC-E2;GREGORY HOUSE
5882;09/05/2014;22:50:00;23:08:00;BLOC-U7;REMY HADLEY
5883;01/09/2015;08:00:00;10:19:00;BLOC-E1;GREGORY HOUSE
5885;06/10/2015;12:55:00;16:23:00;BLOC-U6;ROBERT CHASE
5886;03/06/2014;11:00:00;13:00:00;BLOC-E2;JAMES WILSON
5887;16/10/2014;14:38:00;15:50:00;BLOC-E1;ERIC FOREMAN
5888;25/03/2014;08:00:00;09:32:00;BLOC-E2;JAMES WILSON
5889;23/01/2014;15:34:00;17:00:00;BLOC-E1;LAWRENCE KUTNER
5892;13/02/2014;08:14:00;09:15:00;BLOC-E2;LAWRENCE KUTNER
5893;08/01/2014;08:00:00;10:10:00;BLOC-E2;JAMES WILSON
5894;14/04/2014;12:19:00;14:47:00;BLOC-E2;ROBERT CHASE
5895;06/07/2014;16:00:00;16:25:00;BLOC-U6;REMY HADLEY
5896;21/07/2014;12:00:00;14:07:00;BLOC-E2;ROBERT CHASE
5897;23/06/2015;12:05:00;13:49:00;BLOC-E2;GREGORY HOUSE
5898;22/10/2014;13:29:00;14:50:00;BLOC-E1;ERIC FOREMAN
